period,org_code,parent_org,org_name,ae_attendances_type_1,ae_attendances_type_2,ae_attendances_other_ae_department,ae_attendances_booked_appointments_type_1,ae_attendances_booked_appointments_type_2,ae_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_412_hs_from_dta_to_admission,patients_who_have_waited_12_hrs_from_dta_to_admission,emergency_admissions_via_ae__type_1,emergency_admissions_via_ae__type_2,emergency_admissions_via_ae__other_ae_department,other_emergency_admissions,source_file,unnamed_22,unnamed_23,unnamed_24,unnamed_25,unnamed_26,a,Postcode,latitude,longitude
MSitAE-NOVEMBER-2024,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9271,0,3242,560,0,0,3019,0,0,105,0,0,574,689,2709,0,0,801,Monthly-AE-November-2024-revised.csv,,,,,,,SW17 0QT,51.426682,-0.175694
MSitAE-NOVEMBER-2024,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,6522,0,0,0,0,0,2458,0,0,0,0,0,2,52,1196,0,0,151,Monthly-AE-November-2024-revised.csv,,,,,,,B4 6NH,52.484784,-1.893808
MSitAE-NOVEMBER-2024,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10740,777,7075,0,0,0,4483,29,253,0,0,0,144,75,2255,0,0,264,Monthly-AE-November-2024-revised.csv,,,,,,,SE1 7EH,51.497959,-0.118905
MSitAE-NOVEMBER-2024,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12714,1760,2407,1737,0,147,5265,0,5,579,0,1,1032,0,4782,114,14,4342,Monthly-AE-November-2024-revised.csv,,,,,,,OX3 9DU,51.763867,-1.219773
MSitAE-NOVEMBER-2024,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,12424,1139,9388,566,0,0,5856,231,492,0,0,0,962,113,2638,0,0,543,Monthly-AE-November-2024-revised.csv,,,,,,,B66 2QT,52.491258,-1.949846
MSitAE-NOVEMBER-2024,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,26244,2817,11453,3394,456,1013,13551,87,850,1707,9,115,4172,263,5795,131,167,445,Monthly-AE-November-2024-revised.csv,,,,,,,M13 9WL,53.462436,-2.227711
MSitAE-NOVEMBER-2024,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,16762,106,5926,120,0,84,7212,0,396,2,0,0,2286,736,3492,0,153,897,Monthly-AE-November-2024-revised.csv,,,,,,,WF1 4DG,53.692418,-1.488555
MSitAE-NOVEMBER-2024,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-November-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-NOVEMBER-2024,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,2520,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-November-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-NOVEMBER-2024,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3498,0,0,271,0,0,57,0,0,0,0,0,0,0,0,0,Monthly-AE-November-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-NOVEMBER-2024,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13834,0,15339,0,0,0,7833,0,369,0,0,0,753,557,6245,0,0,316,Monthly-AE-November-2024-revised.csv,,,,,,,HA1 3UJ,51.575407,-0.322037
TOTAL,TOTAL,TOTAL,TOTAL,1396858,46656,791064,31192,607,48621,605301,2007,27102,9021,9,556,94991,45791,407955,1267,4887,138052,Monthly-AE-November-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,2755,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1873,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,1044,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2395,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2422,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,Monthly-AE-October-2024-revised.csv,,,,,,,HA7 4LP,51.632566,-0.310435
MSitAE-OCTOBER-2024,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7453,0,2880,0,0,72,4423,0,43,0,0,9,605,636,2615,0,0,1171,Monthly-AE-October-2024-revised.csv,,,,,,,CW1 4QJ,53.117685,-2.475863
MSitAE-OCTOBER-2024,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Monthly-AE-October-2024-revised.csv,,,,,,,BH17 0RB,50.740073,-1.978038
MSitAE-OCTOBER-2024,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10996,0,0,0,0,0,4244,0,0,0,0,0,579,582,3052,0,0,912,Monthly-AE-October-2024-revised.csv,,,,,,,RH1 5RH,51.219194,-0.162009
MSitAE-OCTOBER-2024,RW1,NHS ENGLAND SOUTH EAST ,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,2922,0,0,0,0,0,18,0,0,0,0,0,0,0,2,126,Monthly-AE-October-2024-revised.csv,,,,,,,SO40 2RZ,50.9313,-1.530052
MSitAE-OCTOBER-2024,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15686,0,0,0,0,0,5137,0,0,0,0,0,1329,3,3198,0,0,316,Monthly-AE-October-2024-revised.csv,,,,,,,HD3 3EA,53.655474,-1.816338
MSitAE-OCTOBER-2024,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4591,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,CH42 0LQ,53.380029,-3.026531
MSitAE-OCTOBER-2024,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1598,0,0,7,0,0,69,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,EX2 7HY,50.720169,-3.464744
MSitAE-OCTOBER-2024,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,Y07709,NHS ENGLAND SOUTH EAST ,READING URGENT CARE CENTRE,0,0,2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2202,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,3009,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,2924,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4608,0,0,75,0,45,2299,0,0,0,0,0,220,252,918,0,0,251,Monthly-AE-October-2024-revised.csv,,,,,,,SK10 3BL,53.262321,-2.141074
MSitAE-OCTOBER-2024,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5106,0,2425,0,0,0,2859,0,208,0,0,0,253,717,1730,0,0,1558,Monthly-AE-October-2024-revised.csv,,,,,,,CH2 1UL,53.2088,-2.897884
MSitAE-OCTOBER-2024,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,6208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,Monthly-AE-October-2024-revised.csv,,,,,,,L14 3PE,53.411151,-2.897989
MSitAE-OCTOBER-2024,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,14327,0,0,0,0,0,411,0,0,0,0,0,0,0,0,55,Monthly-AE-October-2024-revised.csv,,,,,,,L34 1PJ,53.424035,-2.826417
MSitAE-OCTOBER-2024,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16042,1858,8708,551,0,0,8082,81,339,114,0,0,2014,1021,5136,0,0,3252,Monthly-AE-October-2024-revised.csv,,,,,,,L7 8XP,53.409506,-2.964809
MSitAE-OCTOBER-2024,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,8854,0,6531,0,0,435,4323,0,40,0,0,1,653,859,5610,0,0,497,Monthly-AE-October-2024-revised.csv,,,,,,,DN33 2BA,53.544883,-0.096293
MSitAE-OCTOBER-2024,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11338,0,0,0,0,0,2134,0,0,0,0,0,229,26,1843,0,0,370,Monthly-AE-October-2024-revised.csv,,,,,,,E9 6SR,51.550634,-0.046099
MSitAE-OCTOBER-2024,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,23210,1062,11372,0,0,0,11292,1,135,0,0,0,2018,259,6400,0,0,108,Monthly-AE-October-2024-revised.csv,,,,,,,GU16 7UJ,51.319666,-0.742029
MSitAE-OCTOBER-2024,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,11010,1194,3747,0,0,0,4402,0,287,0,0,0,323,347,4054,805,0,2106,Monthly-AE-October-2024-revised.csv,,,,,,,HP7 0JD,51.663005,-0.621408
MSitAE-OCTOBER-2024,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9029,0,0,42,0,0,3373,0,0,0,0,0,511,0,3045,0,0,559,Monthly-AE-October-2024-revised.csv,,,,,,,S75 2EP,53.559132,-1.499493
MSitAE-OCTOBER-2024,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9227,0,0,0,0,0,3451,0,0,0,0,0,788,24,2005,0,0,390,Monthly-AE-October-2024-revised.csv,,,,,,,S60 2UD,53.413972,-1.34288
MSitAE-OCTOBER-2024,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7574,0,1382,0,0,0,3200,0,0,0,0,0,637,444,1714,0,0,509,Monthly-AE-October-2024-revised.csv,,,,,,,NR31 6LA,52.561672,1.71798
MSitAE-OCTOBER-2024,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7823,0,650,31,0,0,2997,0,0,0,0,0,511,512,1885,0,0,375,Monthly-AE-October-2024-revised.csv,,,,,,,IP33 2QZ,52.231662,0.709176
MSitAE-OCTOBER-2024,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,6115,1155,123,175,0,0,2555,0,0,31,0,0,459,270,1429,0,0,152,Monthly-AE-October-2024-revised.csv,,,,,,,HR1 2ER,52.058529,-2.707776
MSitAE-OCTOBER-2024,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1499,0,0,0,0,0,19,0,0,0,0,0,0,0,6,551,Monthly-AE-October-2024-revised.csv,,,,,,,RH19 3DZ,51.135073,-0.0029
MSitAE-OCTOBER-2024,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,Monthly-AE-October-2024-revised.csv,,,,,,,WF1 3SP,53.69734,-1.494054
MSitAE-OCTOBER-2024,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,8429,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,LN5 7JH,53.226467,-0.52415
MSitAE-OCTOBER-2024,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,6205,0,0,1787,0,0,48,0,0,6,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,S42 7JE,53.239334,-1.480648
MSitAE-OCTOBER-2024,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,0,0,0,2242,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,2461,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,8546,0,0,327,0,0,516,0,0,41,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,210,0,0,2194,0,0,1,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,85,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,69,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,526,0,0,2484,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,57,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,5696,0,0,257,0,0,381,0,0,1,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5788,0,0,197,0,0,88,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-OCTOBER-2024,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,25876,2943,11962,3669,534,887,12120,75,632,1631,20,90,4129,278,5939,136,173,457,Monthly-AE-October-2024-revised.csv,,,,,,,M13 9WL,53.462436,-2.227711
MSitAE-OCTOBER-2024,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,16097,2388,0,0,0,0,5977,232,0,0,0,0,1286,440,5485,12,0,1522,Monthly-AE-October-2024-revised.csv,,,,,,,BS1 3NU,51.459478,-2.593019
MSitAE-OCTOBER-2024,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6217,0,3264,388,0,139,2976,0,12,143,0,0,397,149,2091,0,0,1249,Monthly-AE-October-2024-revised.csv,,,,,,,TQ2 7AA,50.482316,-3.553804
MSitAE-OCTOBER-2024,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7198,0,8157,0,0,0,3440,0,271,0,0,0,264,421,2347,0,199,288,Monthly-AE-October-2024-revised.csv,,,,,,,KT2 7QB,51.414826,-0.282601
MSitAE-OCTOBER-2024,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5070,0,900,330,0,15,1663,0,0,76,0,0,430,52,1145,0,0,331,Monthly-AE-October-2024-revised.csv,,,,,,,HG2 7SX,53.993807,-1.517573
MSitAE-OCTOBER-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6749,0,1170,0,0,0,2652,0,0,0,0,0,328,95,2041,0,0,317,Monthly-AE-October-2024-revised.csv,,,,,,,PE30 4ET,52.75663,0.446694
MSitAE-OCTOBER-2024,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12497,1243,0,266,0,0,4456,124,0,94,0,0,382,16,4045,3,0,1653,Monthly-AE-October-2024-revised.csv,,,,,,,SO16 6YD,50.933019,-1.435104
MSitAE-OCTOBER-2024,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,12732,0,5002,0,0,0,5066,0,0,0,0,0,313,692,1333,0,0,95,Monthly-AE-October-2024-revised.csv,,,,,,,CR7 7YE,51.389128,-0.108758
MSitAE-OCTOBER-2024,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,61,Monthly-AE-October-2024-revised.csv,,,,,,,PL31 2QN,50.471755,-4.740857
MSitAE-OCTOBER-2024,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Monthly-AE-October-2024-revised.csv,,,,,,,SY10 7AG,52.884212,-3.032685
MSitAE-OCTOBER-2024,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9809,0,8514,343,0,0,3879,0,120,0,0,0,1465,0,1913,0,0,229,Monthly-AE-October-2024-revised.csv,,,,,,,NN16 8UZ,52.402783,-0.741293
MSitAE-OCTOBER-2024,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5551,0,0,0,0,0,39,0,0,0,0,0,0,0,4,0,225,Monthly-AE-October-2024-revised.csv,,,,,,,EC1V 2PD,51.527246,-0.089889
MSitAE-OCTOBER-2024,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5637,0,0,0,0,0,1136,0,0,0,0,0,0,0,1122,0,0,157,Monthly-AE-October-2024-revised.csv,,,,,,,B4 6NH,52.484784,-1.893808
MSitAE-OCTOBER-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8389,0,2053,0,0,520,4590,0,0,0,0,0,502,171,2311,0,0,398,Monthly-AE-October-2024-revised.csv,,,,,,,CM20 1QX,51.771529,0.085457
MSitAE-OCTOBER-2024,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,6465,0,3343,18,0,2,3128,0,26,8,0,0,1151,3,1648,0,0,59,Monthly-AE-October-2024-revised.csv,,,,,,,NE9 6SX,54.93938,-1.580781
MSitAE-OCTOBER-2024,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13764,0,0,389,0,0,3880,0,0,0,0,0,469,188,1490,0,0,291,Monthly-AE-October-2024-revised.csv,,,,,,,NW1 2PG,51.525735,-0.137409
MSitAE-OCTOBER-2024,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,7641,0,0,0,0,0,41,0,0,0,0,0,0,0,0,28,Monthly-AE-October-2024-revised.csv,,,,,,,GL3 4AW,51.844174,-2.177447
MSitAE-OCTOBER-2024,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9335,0,3143,180,0,755,2974,0,77,14,0,72,527,387,3280,0,30,1010,Monthly-AE-October-2024-revised.csv,,,,,,,LA9 7RG,54.306116,-2.731605
MSitAE-OCTOBER-2024,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1004,0,0,38,0,0,14,0,0,1,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,,,,,,,HU10 6ED,53.771873,-0.449206
